chgNo,description,CPT,revCode,chgAmt
100855,"DX FOOT X-RAY, COMPLETE",73630,0320,212.00
100856,"DX Cervical spine x-ray, 2 or 3 views",72040,0320,247.75
100857,"DX hand x-ray, complete",73130,0320,162.50
100858,"DX ABDOMINAL X-RAY, 1 VIEW",74018,0320,159.00
100859,"DX Hip x-ray, 2 or 3 views",73502,0320,64.75
100860,DX portable chest x-ray,71045,0320,127.50
100861,"DX CHEST X-RAY, 2 VIEWS",71046,0320,211.25
100862,"DX Shoulder x-ray, complete",73030,0320,231.00
100863,"DX knee x-ray, 1 or 2 views",73560,0320,323.75
100864,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,0320,152.50
100865,"DX Foot x-ray, complete",73630,0320,202.25
100866,"DX cervical spine x-ray, 2 or 3 views",72040,0320,283.00
100867,"DX HAND X-RAY, COMPLETE",73130,0320,163.75
100868,"DX Abdominal x-ray, 1 view",74018,0320,286.50
100869,"DX hip x-ray, 2 or 3 views",73502,0320,110.00
100870,DX PORTABLE CHEST X-RAY,71045,0320,226.75
100871,"DX Chest x-ray, 2 views",71046,0320,305.50
100872,"DX shoulder x-ray, complete",73030,0320,262.25
100873,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,0320,281.00
100874,"DX Lumbar spine x-ray, 2 or 3 views",72100,0320,318.75
100875,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,293.00
100876,"MM Diagnostic mammography, unilateral",77065,0403,167.75
100877,"MM diagnostic mammography, bilateral",77066,0403,192.50
100878,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,176.25
100879,"MM Screening mammography, bilateral",77067,0403,210.00
100880,"MM diagnostic mammography, unilateral",77065,0403,183.75
100881,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,226.50
100882,"MM Digital breast tomosynthesis, screening",77063,0403,291.25
100883,"MM screening mammography, bilateral",77067,0403,340.00
100884,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,166.75
100885,"MM Diagnostic mammography, bilateral",77066,0403,202.50
100886,"MM digital breast tomosynthesis, screening",77063,0403,315.00
100887,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,316.75
100888,"MM Diagnostic mammography, unilateral",77065,0403,240.50
100889,"MM diagnostic mammography, bilateral",77066,0403,282.25
100890,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,266.00
100891,"MM Screening mammography, bilateral",77067,0403,222.75
100892,"MM diagnostic mammography, unilateral",77065,0403,247.50
100893,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,152.25
100894,"MM Digital breast tomosynthesis, screening",77063,0403,311.00
100895,"MM screening mammography, bilateral",77067,0403,158.75
100896,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,384.50
100897,"MM Diagnostic mammography, bilateral",77066,0403,369.00
100898,"MM digital breast tomosynthesis, screening",77063,0403,139.75
100899,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,251.50
100900,"MM Diagnostic mammography, unilateral",77065,0403,314.25
100901,"MM diagnostic mammography, bilateral",77066,0403,327.00
100902,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,144.75
100903,"MM Screening mammography, bilateral",77067,0403,258.50
100904,"MM diagnostic mammography, unilateral",77065,0403,336.25
100905,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,230.00
100906,"MM Digital breast tomosynthesis, screening",77063,0403,236.75
100907,"MM screening mammography, bilateral",77067,0403,211.50
100908,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,319.00
100909,"MM Diagnostic mammography, bilateral",77066,0403,373.75
100910,"MM digital breast tomosynthesis, screening",77063,0403,229.50
100911,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,266.25
100912,"MM Diagnostic mammography, unilateral",77065,0403,270.00
100913,"MM diagnostic mammography, bilateral",77066,0403,188.75
100914,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,209.50
100915,"MM Screening mammography, bilateral",77067,0403,327.25
100916,"MM diagnostic mammography, unilateral",77065,0403,251.00
100917,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,349.75
100918,"MM Digital breast tomosynthesis, screening",77063,0403,382.50
100919,"MM screening mammography, bilateral",77067,0403,300.00
100920,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,195.75
100921,"MM Diagnostic mammography, bilateral",77066,0403,137.50
100922,"MM digital breast tomosynthesis, screening",77063,0403,300.25
100923,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,340.00
100924,"MM Diagnostic mammography, unilateral",77065,0403,255.75
100925,"MM diagnostic mammography, bilateral",77066,0403,377.50
100926,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,285.25
100927,"MM Screening mammography, bilateral",77067,0403,265.00
100928,"MM diagnostic mammography, unilateral",77065,0403,208.75
100929,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,182.50
100930,"MM Digital breast tomosynthesis, screening",77063,0403,225.00
100931,"MM screening mammography, bilateral",77067,0403,341.75
100932,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,327.50
100933,"MM Diagnostic mammography, bilateral",77066,0403,295.25
100934,"MM digital breast tomosynthesis, screening",77063,0403,330.00
100935,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,350.75
100936,"MM Diagnostic mammography, unilateral",77065,0403,152.50
100937,"MM diagnostic mammography, bilateral",77066,0403,154.25
100938,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,296.00
100939,"MM Screening mammography, bilateral",77067,0403,329.75
100940,"MM diagnostic mammography, unilateral",77065,0403,263.50
100941,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,202.00
100942,"MM Digital breast tomosynthesis, screening",77063,0403,350.75
100943,"MM screening mammography, bilateral",77067,0403,182.50
100944,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,310.25
100945,"MM Diagnostic mammography, bilateral",77066,0403,291.00
100946,"MM digital breast tomosynthesis, screening",77063,0403,346.75
100947,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,214.50
100948,"MM Diagnostic mammography, unilateral",77065,0403,235.25
100949,"MM diagnostic mammography, bilateral",77066,0403,340.00
100950,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,334.75
100951,"MM Screening mammography, bilateral",77067,0403,256.50
100952,"MM diagnostic mammography, unilateral",77065,0403,355.00
100953,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,362.75
100954,"MM Digital breast tomosynthesis, screening",77063,0403,302.50
100955,"MM screening mammography, bilateral",77067,0403,186.25
100956,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,164.00
100957,"MM Diagnostic mammography, bilateral",77066,0403,321.75
100958,"MM digital breast tomosynthesis, screening",77063,0403,165.50
100959,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,374.25
100960,"MM Diagnostic mammography, unilateral",77065,0403,160.00
100961,"MM diagnostic mammography, bilateral",77066,0403,346.75
100962,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,164.50
100963,"MM Screening mammography, bilateral",77067,0403,132.00
100964,"MM diagnostic mammography, unilateral",77065,0403,288.75
100965,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,313.50
100966,"MM Digital breast tomosynthesis, screening",77063,0403,288.25
100967,"MM screening mammography, bilateral",77067,0403,376.00
100968,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,251.75
100969,"MM Diagnostic mammography, bilateral",77066,0403,198.50
100970,"MM digital breast tomosynthesis, screening",77063,0403,242.25
100971,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,244.00
100972,"MM Diagnostic mammography, unilateral",77065,0403,394.75
100973,"MM diagnostic mammography, bilateral",77066,0403,206.50
100974,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,249.00
100975,"MM Screening mammography, bilateral",77067,0403,164.75
100976,"MM diagnostic mammography, unilateral",77065,0403,351.50
100977,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,352.25
100978,"MM Digital breast tomosynthesis, screening",77063,0403,308.00
100979,"MM screening mammography, bilateral",77067,0403,337.75
100980,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,175.50
100981,"MM Diagnostic mammography, bilateral",77066,0403,346.25
100982,"MM digital breast tomosynthesis, screening",77063,0403,215.00
100983,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,179.75
100984,"MM Diagnostic mammography, unilateral",77065,0403,403.50
100985,"MM diagnostic mammography, bilateral",77066,0403,169.00
100986,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,309.75
100987,"MM Screening mammography, bilateral",77067,0403,293.50
100988,"MM diagnostic mammography, unilateral",77065,0403,378.25
100989,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,240.00
100990,"MM Digital breast tomosynthesis, screening",77063,0403,279.75
100991,"MM screening mammography, bilateral",77067,0403,346.50
100992,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,244.25
100993,"MM Diagnostic mammography, bilateral",77066,0403,395.00
100994,"MM digital breast tomosynthesis, screening",77063,0403,375.75
100995,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,303.50
100996,"MM Diagnostic mammography, unilateral",77065,0403,240.00
100997,"MM diagnostic mammography, bilateral",77066,0403,132.75
100998,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,207.50
100999,"MM Screening mammography, bilateral",77067,0403,375.25
101000,"MM diagnostic mammography, unilateral",77065,0403,293.00
101001,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,288.75
101002,"MM Digital breast tomosynthesis, screening",77063,0403,329.50
101003,"MM screening mammography, bilateral",77067,0403,359.25
101004,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,224.00
101005,"MM Diagnostic mammography, bilateral",77066,0403,200.75
101006,"MM digital breast tomosynthesis, screening",77063,0403,295.50
101007,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,342.00
101008,"MM Diagnostic mammography, unilateral",77065,0403,233.75
101009,"MM diagnostic mammography, bilateral",77066,0403,149.50
101010,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,380.25
101011,"MM Screening mammography, bilateral",77067,0403,286.00
101012,"MM diagnostic mammography, unilateral",77065,0403,225.75
101013,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,313.50
101014,"MM Digital breast tomosynthesis, screening",77063,0403,276.25
101015,"MM screening mammography, bilateral",77067,0403,239.00
101016,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,303.75
101017,"MM Diagnostic mammography, bilateral",77066,0403,362.50
101018,"MM digital breast tomosynthesis, screening",77063,0403,179.00
101019,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,322.75
101020,"MM Diagnostic mammography, unilateral",77065,0403,290.50
101021,"MM diagnostic mammography, bilateral",77066,0403,280.25
101022,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,342.00
101023,"MM Screening mammography, bilateral",77067,0403,213.75
101024,"MM diagnostic mammography, unilateral",77065,0403,253.50
101025,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,267.25
101026,"MM Digital breast tomosynthesis, screening",77063,0403,358.00
101027,"MM screening mammography, bilateral",77067,0403,170.75
101028,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,361.50
101029,"MM Diagnostic mammography, bilateral",77066,0403,261.00
101030,"MM digital breast tomosynthesis, screening",77063,0403,281.75
101031,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,193.50
101032,"MM Diagnostic mammography, unilateral",77065,0403,340.25
101033,"MM diagnostic mammography, bilateral",77066,0403,185.00
101034,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,384.75
101035,"MM Screening mammography, bilateral",77067,0403,207.50
101036,"MM diagnostic mammography, unilateral",77065,0403,175.25
101037,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,261.00
101038,"MM Digital breast tomosynthesis, screening",77063,0403,367.75
101039,"MM screening mammography, bilateral",77067,0403,322.50
101040,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,319.00
101041,"MM Diagnostic mammography, bilateral",77066,0403,155.75
101042,"MM digital breast tomosynthesis, screening",77063,0403,299.50
101043,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,371.25
101044,"MM Diagnostic mammography, unilateral",77065,0403,143.00
101045,"MM diagnostic mammography, bilateral",77066,0403,204.75
101046,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,282.50
101047,"MM Screening mammography, bilateral",77067,0403,366.25
101048,"MM diagnostic mammography, unilateral",77065,0403,300.00
101049,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,231.75
101050,"MM Digital breast tomosynthesis, screening",77063,0403,366.50
101051,"MM screening mammography, bilateral",77067,0403,294.00
101052,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,249.75
101053,"MM Diagnostic mammography, bilateral",77066,0403,243.50
101054,"MM digital breast tomosynthesis, screening",77063,0403,194.25
101055,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,181.00
101056,"MM Diagnostic mammography, unilateral",77065,0403,260.75
101057,"MM diagnostic mammography, bilateral",77066,0403,353.50
101058,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,250.25
101059,"MM Screening mammography, bilateral",77067,0403,388.00
101060,"MM diagnostic mammography, unilateral",77065,0403,316.75
101061,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,282.50
101062,"MM Digital breast tomosynthesis, screening",77063,0403,215.00
101063,"MM screening mammography, bilateral",77067,0403,216.75
101064,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,367.50
101065,"MM Diagnostic mammography, bilateral",77066,0403,221.25
101066,"MM digital breast tomosynthesis, screening",77063,0403,303.00
101067,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,171.75
101068,"MM Diagnostic mammography, unilateral",77065,0403,154.50
101069,"MM diagnostic mammography, bilateral",77066,0403,319.25
101070,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,354.00
101071,"MM Screening mammography, bilateral",77067,0403,252.75
101072,"MM diagnostic mammography, unilateral",77065,0403,310.50
101073,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,309.00
101074,"MM Digital breast tomosynthesis, screening",77063,0403,238.75
101075,"MM screening mammography, bilateral",77067,0403,157.50
101076,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,272.25
101077,"MM Diagnostic mammography, bilateral",77066,0403,250.00
101078,"MM digital breast tomosynthesis, screening",77063,0403,246.75
101079,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,296.50
101080,"MM Diagnostic mammography, unilateral",77065,0403,261.25
101081,"MM diagnostic mammography, bilateral",77066,0403,254.00
101082,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,284.75
101083,"MM Screening mammography, bilateral",77067,0403,377.50
101084,"MM diagnostic mammography, unilateral",77065,0403,334.00
101085,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,316.75
101086,"MM Digital breast tomosynthesis, screening",77063,0403,298.50
101087,"MM screening mammography, bilateral",77067,0403,136.25
101088,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,376.00
101089,"MM Diagnostic mammography, bilateral",77066,0403,263.75
101090,"MM digital breast tomosynthesis, screening",77063,0403,378.50
101091,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,331.25
101092,"MM Diagnostic mammography, unilateral",77065,0403,231.00
101093,"MM diagnostic mammography, bilateral",77066,0403,169.75
101094,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,249.50
101095,"MM Screening mammography, bilateral",77067,0403,147.00
101096,"MM diagnostic mammography, unilateral",77065,0403,262.75
101097,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,319.50
101098,"MM Digital breast tomosynthesis, screening",77063,0403,287.25
101099,"MM screening mammography, bilateral",77067,0403,253.00
101100,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,287.75
101101,"MM Diagnostic mammography, bilateral",77066,0403,205.50
101102,"MM digital breast tomosynthesis, screening",77063,0403,223.25
101103,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,332.00
101104,"MM Diagnostic mammography, unilateral",77065,0403,311.75
101105,"MM diagnostic mammography, bilateral",77066,0403,302.50
101106,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,309.00
101107,"MM Screening mammography, bilateral",77067,0403,182.75
101108,"MM diagnostic mammography, unilateral",77065,0403,316.50
101109,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,205.25
101110,"MM Digital breast tomosynthesis, screening",77063,0403,188.00
101111,"MM screening mammography, bilateral",77067,0403,308.75
101112,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,215.50
101113,"MM Diagnostic mammography, bilateral",77066,0403,207.25
101114,"MM digital breast tomosynthesis, screening",77063,0403,273.00
101115,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,240.75
101116,"MM Diagnostic mammography, unilateral",77065,0403,389.50
101117,"MM diagnostic mammography, bilateral",77066,0403,339.00
101118,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,256.75
101119,"MM Screening mammography, bilateral",77067,0403,138.50
101120,"MM diagnostic mammography, unilateral",77065,0403,250.25
101121,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,305.00
101122,"MM Digital breast tomosynthesis, screening",77063,0403,274.75
101123,"MM screening mammography, bilateral",77067,0403,346.50
101124,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,286.25
101125,"MM Diagnostic mammography, bilateral",77066,0403,284.00
101126,"MM digital breast tomosynthesis, screening",77063,0403,259.75
101127,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,263.50
101128,"MM Diagnostic mammography, unilateral",77065,0403,314.00
101129,"MM diagnostic mammography, bilateral",77066,0403,237.75
101130,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,363.50
101131,"MM Screening mammography, bilateral",77067,0403,317.25
101132,"MM diagnostic mammography, unilateral",77065,0403,181.00
101133,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,381.75
101134,"MM Digital breast tomosynthesis, screening",77063,0403,318.50
101135,"MM screening mammography, bilateral",77067,0403,153.25
101136,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,340.00
101137,"MM Diagnostic mammography, bilateral",77066,0403,397.75
101138,"MM digital breast tomosynthesis, screening",77063,0403,362.50
101139,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,233.00
101140,"MM Diagnostic mammography, unilateral",77065,0403,321.75
101141,"MM diagnostic mammography, bilateral",77066,0403,338.50
101142,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,373.25
101143,"MM Screening mammography, bilateral",77067,0403,237.00
101144,"MM diagnostic mammography, unilateral",77065,0403,345.75
101145,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,195.50
101146,"MM Digital breast tomosynthesis, screening",77063,0403,204.25
101147,"MM screening mammography, bilateral",77067,0403,277.00
101148,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,355.75
101149,"MM Diagnostic mammography, bilateral",77066,0403,331.50
101150,"MM digital breast tomosynthesis, screening",77063,0403,292.00
101151,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,173.75
101152,"MM Diagnostic mammography, unilateral",77065,0403,305.50
101153,"MM diagnostic mammography, bilateral",77066,0403,247.25
101154,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,150.00
101155,"MM Screening mammography, bilateral",77067,0403,275.75
101156,"MM diagnostic mammography, unilateral",77065,0403,269.50
101157,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,224.25
101158,"MM Digital breast tomosynthesis, screening",77063,0403,249.00
101159,"MM screening mammography, bilateral",77067,0403,284.75
101160,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,273.50
101161,"MM Diagnostic mammography, bilateral",77066,0403,305.00
101162,"MM digital breast tomosynthesis, screening",77063,0403,372.75
101163,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,343.50
101164,"MM Diagnostic mammography, unilateral",77065,0403,151.25
101165,"MM diagnostic mammography, bilateral",77066,0403,223.00
101166,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,373.75
101167,"MM Screening mammography, bilateral",77067,0403,219.50
101168,"MM diagnostic mammography, unilateral",77065,0403,160.25
101169,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,204.00
101170,"MM Digital breast tomosynthesis, screening",77063,0403,315.75
101171,"MM screening mammography, bilateral",77067,0403,371.50
101172,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,183.00
101173,"MM Diagnostic mammography, bilateral",77066,0403,199.75
101174,"MM digital breast tomosynthesis, screening",77063,0403,336.50
101175,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,213.25
101176,"MM Diagnostic mammography, unilateral",77065,0403,257.00
101177,"MM diagnostic mammography, bilateral",77066,0403,159.75
101178,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,262.50
101179,"MM Screening mammography, bilateral",77067,0403,215.25
101180,"MM diagnostic mammography, unilateral",77065,0403,272.00
101181,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,333.75
101182,"MM Digital breast tomosynthesis, screening",77063,0403,303.50
101183,"MM screening mammography, bilateral",77067,0403,156.00
101184,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,262.75
101185,"MM Diagnostic mammography, bilateral",77066,0403,312.50
101186,"MM digital breast tomosynthesis, screening",77063,0403,157.25
101187,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,197.00
101188,"MM Diagnostic mammography, unilateral",77065,0403,306.75
101189,"MM diagnostic mammography, bilateral",77066,0403,350.50
101190,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,0403,185.25
101191,"MM Screening mammography, bilateral",77067,0403,347.00
101192,"MM diagnostic mammography, unilateral",77065,0403,171.75
101193,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,0403,234.50
101194,"MM Digital breast tomosynthesis, screening",77063,0403,226.00
101195,"MM screening mammography, bilateral",77067,0403,174.75
101196,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,0403,242.50
101197,"MM Diagnostic mammography, bilateral",77066,0403,230.25
101198,"MM digital breast tomosynthesis, screening",77063,0403,247.00
101199,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,0403,223.75
101200,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,337.00
101201,"US Abdominal ultrasound, limited",76705,0402,225.75
101202,"US pelvic ultrasound, complete",76856,0402,449.50
101203,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,293.25
101204,US Thyroid ultrasound,76536,0402,159.00
101205,US chest ultrasound,76604,0402,427.75
101206,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,442.50
101207,"US Abdominal ultrasound, complete",76700,0402,201.25
101208,"US abdominal ultrasound, limited",76705,0402,238.00
101209,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,456.75
101210,US Transvaginal pelvic ultrasound,76830,0402,238.50
101211,US thyroid ultrasound,76536,0402,437.00
101212,US CHEST ULTRASOUND,76604,0402,393.75
101213,"US Extremity ultrasound, limited",76882,0402,136.50
101214,"US abdominal ultrasound, complete",76700,0402,176.25
101215,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,203.00
101216,"US Pelvic ultrasound, complete",76856,0402,466.75
101217,US transvaginal pelvic ultrasound,76830,0402,221.50
101218,US THYROID ULTRASOUND,76536,0402,166.25
101219,US Chest ultrasound,76604,0402,204.00
101220,"US extremity ultrasound, limited",76882,0402,475.75
101221,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,370.50
101222,"US Abdominal ultrasound, limited",76705,0402,301.00
101223,"US pelvic ultrasound, complete",76856,0402,388.75
101224,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,349.50
101225,US Thyroid ultrasound,76536,0402,174.25
101226,US chest ultrasound,76604,0402,164.00
101227,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,319.75
101228,"US Abdominal ultrasound, complete",76700,0402,275.50
101229,"US abdominal ultrasound, limited",76705,0402,385.25
101230,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,197.00
101231,US Transvaginal pelvic ultrasound,76830,0402,337.75
101232,US thyroid ultrasound,76536,0402,466.50
101233,US CHEST ULTRASOUND,76604,0402,184.00
101234,"US Extremity ultrasound, limited",76882,0402,238.75
101235,"US abdominal ultrasound, complete",76700,0402,245.50
101236,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,345.25
101237,"US Pelvic ultrasound, complete",76856,0402,438.00
101238,US transvaginal pelvic ultrasound,76830,0402,250.75
101239,US THYROID ULTRASOUND,76536,0402,439.50
101240,US Chest ultrasound,76604,0402,432.25
101241,"US extremity ultrasound, limited",76882,0402,203.00
101242,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,426.75
101243,"US Abdominal ultrasound, limited",76705,0402,286.50
101244,"US pelvic ultrasound, complete",76856,0402,316.00
101245,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,216.75
101246,US Thyroid ultrasound,76536,0402,399.50
101247,US chest ultrasound,76604,0402,287.25
101248,"US EXTREMITY ULTRASOUND, LIMITED",76882,0402,197.00
101249,"US Abdominal ultrasound, complete",76700,0402,312.75
101250,"US abdominal ultrasound, limited",76705,0402,183.50
101251,"US PELVIC ULTRASOUND, COMPLETE",76856,0402,327.25
101252,US Transvaginal pelvic ultrasound,76830,0402,388.00
101253,US thyroid ultrasound,76536,0402,271.75
101254,US CHEST ULTRASOUND,76604,0402,324.50
101255,"US Extremity ultrasound, limited",76882,0402,242.00
101256,"US abdominal ultrasound, complete",76700,0402,139.75
101257,"US ABDOMINAL ULTRASOUND, LIMITED",76705,0402,312.50
101258,"US Pelvic ultrasound, complete",76856,0402,190.25
101259,US transvaginal pelvic ultrasound,76830,0402,202.00
101260,US THYROID ULTRASOUND,76536,0402,431.75
101261,US Chest ultrasound,76604,0402,323.50
101262,"US extremity ultrasound, limited",76882,0402,316.25
101263,"US ABDOMINAL ULTRASOUND, COMPLETE",76700,0402,197.00
101264,"US Abdominal ultrasound, limited",76705,0402,264.75
101265,"US pelvic ultrasound, complete",76856,0402,347.50
101266,US TRANSVAGINAL PELVIC ULTRASOUND,76830,0402,136.00
101267,US Thyroid ultrasound,76536,0402,253.75
101268,US chest ultrasound,76604,0402,361.50
