chgNo,description,CPT,revCode,chgAmt
100764,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,232.75
100765,"DX FOOT X-RAY, COMPLETE",73630,320,233.50
100766,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,300.25
100767,"DX HAND X-RAY, COMPLETE",73130,320,196.00
100768,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,216.75
100769,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,383.50
100770,DX PORTABLE CHEST X-RAY,71045,320,116.00
100771,"DX CHEST X-RAY, 2 VIEWS",71046,320,134.75
100772,"DX SHOULDER X-RAY, COMPLETE",73030,320,186.50
100773,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,146.25
100774,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,334.00
100775,"DX FOOT X-RAY, COMPLETE",73630,320,339.75
100776,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,162.50
100777,"DX HAND X-RAY, COMPLETE",73130,320,321.25
100778,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,161.00
100779,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,345.75
100780,DX PORTABLE CHEST X-RAY,71045,320,117.50
100781,"DX CHEST X-RAY, 2 VIEWS",71046,320,95.00
100782,"DX SHOULDER X-RAY, COMPLETE",73030,320,260.75
100783,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,199.50
100784,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,89.25
100785,"DX FOOT X-RAY, COMPLETE",73630,320,333.00
100786,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,179.75
100787,"DX HAND X-RAY, COMPLETE",73130,320,92.50
100788,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,102.25
100789,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,296.00
100790,DX PORTABLE CHEST X-RAY,71045,320,306.75
100791,"DX CHEST X-RAY, 2 VIEWS",71046,320,128.50
100792,"DX SHOULDER X-RAY, COMPLETE",73030,320,83.00
100793,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,191.75
100794,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,277.50
100795,"DX FOOT X-RAY, COMPLETE",73630,320,157.25
100796,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,305.00
100797,"DX HAND X-RAY, COMPLETE",73130,320,294.75
100798,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,113.50
100799,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,374.25
100800,DX PORTABLE CHEST X-RAY,71045,320,97.00
100801,"DX CHEST X-RAY, 2 VIEWS",71046,320,217.75
100802,"DX SHOULDER X-RAY, COMPLETE",73030,320,268.50
100803,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,171.00
100804,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,151.75
100805,"DX FOOT X-RAY, COMPLETE",73630,320,251.50
100806,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,279.25
100807,"DX HAND X-RAY, COMPLETE",73130,320,75.00
100808,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,163.75
100809,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,85.50
100810,DX PORTABLE CHEST X-RAY,71045,320,201.25
100811,"DX CHEST X-RAY, 2 VIEWS",71046,320,112.00
100812,"DX SHOULDER X-RAY, COMPLETE",73030,320,243.75
100813,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,199.50
100814,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,303.00
100815,"DX FOOT X-RAY, COMPLETE",73630,320,156.75
100816,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,293.50
100817,"DX HAND X-RAY, COMPLETE",73130,320,178.25
100818,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,105.00
100819,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,340.75
100820,DX PORTABLE CHEST X-RAY,71045,320,117.50
100821,"DX CHEST X-RAY, 2 VIEWS",71046,320,270.25
100822,"DX SHOULDER X-RAY, COMPLETE",73030,320,283.00
100823,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,317.75
100824,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,180.50
100825,"DX FOOT X-RAY, COMPLETE",73630,320,285.00
100826,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,217.75
100827,"DX HAND X-RAY, COMPLETE",73130,320,241.50
100828,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,359.25
100829,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,218.00
100830,DX PORTABLE CHEST X-RAY,71045,320,355.75
100831,"DX CHEST X-RAY, 2 VIEWS",71046,320,357.50
100832,"DX SHOULDER X-RAY, COMPLETE",73030,320,226.25
100833,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,98.00
100834,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,313.75
100835,"DX FOOT X-RAY, COMPLETE",73630,320,229.50
100836,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,112.00
100837,"DX HAND X-RAY, COMPLETE",73130,320,76.75
100838,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,272.50
100839,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,126.25
100840,DX PORTABLE CHEST X-RAY,71045,320,192.00
100841,"DX CHEST X-RAY, 2 VIEWS",71046,320,131.75
100842,"DX SHOULDER X-RAY, COMPLETE",73030,320,256.50
100843,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,203.25
100844,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,222.00
100845,"DX FOOT X-RAY, COMPLETE",73630,320,279.75
100846,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,360.50
100847,"DX HAND X-RAY, COMPLETE",73130,320,164.00
100848,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,224.75
100849,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,237.50
100850,DX PORTABLE CHEST X-RAY,71045,320,112.25
100851,"DX CHEST X-RAY, 2 VIEWS",71046,320,357.00
100852,"DX SHOULDER X-RAY, COMPLETE",73030,320,202.75
100853,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,168.50
100854,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,189.25
100855,"DX FOOT X-RAY, COMPLETE",73630,320,212.00
100856,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,247.75
100857,"DX HAND X-RAY, COMPLETE",73130,320,162.50
100858,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,159.00
100859,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,64.75
100860,DX PORTABLE CHEST X-RAY,71045,320,127.50
100861,"DX CHEST X-RAY, 2 VIEWS",71046,320,211.25
100862,"DX SHOULDER X-RAY, COMPLETE",73030,320,231.00
100863,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,323.75
100864,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,152.50
100865,"DX FOOT X-RAY, COMPLETE",73630,320,202.25
100866,"DX CERVICAL SPINE X-RAY, 2 OR 3 VIEWS",72040,320,283.00
100867,"DX HAND X-RAY, COMPLETE",73130,320,163.75
100868,"DX ABDOMINAL X-RAY, 1 VIEW",74018,320,286.50
100869,"DX HIP X-RAY, 2 OR 3 VIEWS",73502,320,110.00
100870,DX PORTABLE CHEST X-RAY,71045,320,226.75
100871,"DX CHEST X-RAY, 2 VIEWS",71046,320,305.50
100872,"DX SHOULDER X-RAY, COMPLETE",73030,320,262.25
100873,"DX KNEE X-RAY, 1 OR 2 VIEWS",73560,320,281.00
100874,"DX LUMBAR SPINE X-RAY, 2 OR 3 VIEWS",72100,320,318.75
100875,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,293.00
100876,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,167.75
100877,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,192.50
100878,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,176.25
100879,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,210.00
100880,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,183.75
100881,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,226.50
100882,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,291.25
100883,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,340.00
100884,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,166.75
100885,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,202.50
100886,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,315.00
100887,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,316.75
100888,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,240.50
100889,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,282.25
100890,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,266.00
100891,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,222.75
100892,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,247.50
100893,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,152.25
100894,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,311.00
100895,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,158.75
100896,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,384.50
100897,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,369.00
100898,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,139.75
100899,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,251.50
100900,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,314.25
100901,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,327.00
100902,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,144.75
100903,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,258.50
100904,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,336.25
100905,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,230.00
100906,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,236.75
100907,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,211.50
100908,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,319.00
100909,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,373.75
100910,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,229.50
100911,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,266.25
100912,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,270.00
100913,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,188.75
100914,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,209.50
100915,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,327.25
100916,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,251.00
100917,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,349.75
100918,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,382.50
100919,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,300.00
100920,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,195.75
100921,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,137.50
100922,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,300.25
100923,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,340.00
100924,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,255.75
100925,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,377.50
100926,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,285.25
100927,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,265.00
100928,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,208.75
100929,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,182.50
100930,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,225.00
100931,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,341.75
100932,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,327.50
100933,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,295.25
100934,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,330.00
100935,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,350.75
100936,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,152.50
100937,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,154.25
100938,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,296.00
100939,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,329.75
100940,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,263.50
100941,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,202.00
100942,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,350.75
100943,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,182.50
100944,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,310.25
100945,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,291.00
100946,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,346.75
100947,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,214.50
100948,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,235.25
100949,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,340.00
100950,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,334.75
100951,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,256.50
100952,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,355.00
100953,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,362.75
100954,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,302.50
100955,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,186.25
100956,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,164.00
100957,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,321.75
100958,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,165.50
100959,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,374.25
100960,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,160.00
100961,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,346.75
100962,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,164.50
100963,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,132.00
100964,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,288.75
100965,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,313.50
100966,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,288.25
100967,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,376.00
100968,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,251.75
100969,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,198.50
100970,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,242.25
100971,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,244.00
100972,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,394.75
100973,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,206.50
100974,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,249.00
100975,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,164.75
100976,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,351.50
100977,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,352.25
100978,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,308.00
100979,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,337.75
100980,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,175.50
100981,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,346.25
100982,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,215.00
100983,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,179.75
100984,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,403.50
100985,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,169.00
100986,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,309.75
100987,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,293.50
100988,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,378.25
100989,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,240.00
100990,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,279.75
100991,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,346.50
100992,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,244.25
100993,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,395.00
100994,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,375.75
100995,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,303.50
100996,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,240.00
100997,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,132.75
100998,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,207.50
100999,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,375.25
101000,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,293.00
101001,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,288.75
101002,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,329.50
101003,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,359.25
101004,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,224.00
101005,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,200.75
101006,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,295.50
101007,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,342.00
101008,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,233.75
101009,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,149.50
101010,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,380.25
101011,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,286.00
101012,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,225.75
101013,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,313.50
101014,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,276.25
101015,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,239.00
101016,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,303.75
101017,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,362.50
101018,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,179.00
101019,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,322.75
101020,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,290.50
101021,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,280.25
101022,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,342.00
101023,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,213.75
101024,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,253.50
101025,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,267.25
101026,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,358.00
101027,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,170.75
101028,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,361.50
101029,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,261.00
101030,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,281.75
101031,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,193.50
101032,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,340.25
101033,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,185.00
101034,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,384.75
101035,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,207.50
101036,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,175.25
101037,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,261.00
101038,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,367.75
101039,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,322.50
101040,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,319.00
101041,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,155.75
101042,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,299.50
101043,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,371.25
101044,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,143.00
101045,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,204.75
101046,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,282.50
101047,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,366.25
101048,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,300.00
101049,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,231.75
101050,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,366.50
101051,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,294.00
101052,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,249.75
101053,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,243.50
101054,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,194.25
101055,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,181.00
101056,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,260.75
101057,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,353.50
101058,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,250.25
101059,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,388.00
101060,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,316.75
101061,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,282.50
101062,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,215.00
101063,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,216.75
101064,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,367.50
101065,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,221.25
101066,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,303.00
101067,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,171.75
101068,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,154.50
101069,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,319.25
101070,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,354.00
101071,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,252.75
101072,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,310.50
101073,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,309.00
101074,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,238.75
101075,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,157.50
101076,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,272.25
101077,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,250.00
101078,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,246.75
101079,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,296.50
101080,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,261.25
101081,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,254.00
101082,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,284.75
101083,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,377.50
101084,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,334.00
101085,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,316.75
101086,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,298.50
101087,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,136.25
101088,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,376.00
101089,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,263.75
101090,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,378.50
101091,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,331.25
101092,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,231.00
101093,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,169.75
101094,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,249.50
101095,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,147.00
101096,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,262.75
101097,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,319.50
101098,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,287.25
101099,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,253.00
101100,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,287.75
101101,"MM DIAGNOSTIC MAMMOGRAPHY, BILATERAL",77066,403,205.50
101102,"MM DIGITAL BREAST TOMOSYNTHESIS, SCREENING",77063,403,223.25
101103,"MM SCREENING MAMMOGRAPHY, BILATERAL",77067,403,332.00
101104,"MM DIAGNOSTIC MAMMOGRAPHY, UNILATERAL",77065,403,311.75
